Hospital Id,Hospital Name,State,District,Hospital Contact,Current Specialities,Hospital Type,Empanelment Type,OnBoarded For Convergence Scheme
HOSP7P126155,KARUNA SINDHU CHARITABLE HOSPITAL,NCT OF Delhi,NEW DELHI,9818544663,SE,Private(Not For Profit),Only CGHS,Yes
HOSP7P126157,LIFE LINE DENTAL CARE,NCT OF Delhi,NEW DELHI,7827070929,OC,,Only CGHS,No
HOSP7P126159,NAV DRISHTI EYE CENTER,NCT OF Delhi,NEW DELHI,9811237130,S3,,Only CGHS,No
HOSP7P126161,PRECISION DENTAL CARE-SARITA VIHAR,NCT OF Delhi,NEW DELHI,9810268778,S16,,Only CGHS,Yes
HOSP7P126162,S.R. ADVANCE DENTAL CLINIC,NCT OF Delhi,NORTH WEST DELHI,9811911569,S16,,Only CGHS,Yes
HOSP7P126163,Shanti Dentals,NCT OF Delhi,NEW DELHI,9555955531,S16,,Only CGHS,Yes
HOSP7P126165,STARS DENTAL CLINIC,NCT OF Delhi,WEST DELHI,9891269861,"S16, OC, SM",,Only CGHS,Yes
HOSP7P126230,Drishti The Vision An Advance Eye Care Centre ,NCT OF Delhi,NORTH WEST DELHI,9899437910,SE,Private(For Profit),Only CGHS,Yes
HOSP7P126294,DELHI EYE CARE,NCT OF Delhi,NEW DELHI,9990809773,SE,Private(For Profit),Only CGHS,Yes
HOSP7P126295,DELHI HEART & LUNG INSTITUTE,NCT OF Delhi,CENTRAL DELHI,9999871777,"M1, M2, S8, M7, S7, M5, S1, S12, S13, S15, S5, CP, MC, MG, MO, OC, SB, SG, SM, SU, SV",Private(For Profit),Only CGHS,Yes
HOSP7P126296,DR. SEKHRI DENTAL AND IMPLANT CLINIC,NCT OF Delhi,EAST DELHI,9582393179,S16,,Only CGHS,Yes
HOSP7P126297,DR.AGGARWALS MULTI-SPECIALITY DELHI DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9899945637,S16,,Only CGHS,No
HOSP7P126298,INDIAN SPINAL INJURIES CENTRE - VASANT KUNJ,NCT OF Delhi,NEW DELHI,9650433787,"M1, M2, S8, M7, S7, M5, S1, S12, S3, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P126299,ORTHO PLUS HOSPITAL,NCT OF Delhi,SOUTH WEST DELHI,9811339502,"M1, M7, M2, M3, S1, S10, S11, S12, S14, S16, S2, S4, S5, S6, S7",Private(For Profit),Only CGHS,Yes
HOSP7P126300,PARAM NETHRALAYA,NCT OF Delhi,NEW DELHI,9871810003,S3,,Only CGHS,Yes
HOSP7P126301,SANTOM HOSPITAL PVT. LTD.,NCT OF Delhi,NORTH WEST DELHI,9873205961,"M1, M2, S8, M7, S7, S1, S12, S13, S3, S4, S5",Private(For Profit),Only CGHS,No
HOSP7P126302,SANYA DIAGNOSTICS (UNIT OF SANYA GIC IMAGING P LTD,NCT OF Delhi,SOUTH DELHI,8447270579,"M1, M7",,Only CGHS,Yes
HOSP7P126303,SHIVAM DENTAL CLINIC,NCT OF Delhi,NORTH DELHI,9810536375,S16,,Only CGHS,Yes
HOSP7P126304,SHREYA EYE CENTRE,NCT OF Delhi,NEW DELHI,9871772295,S3,,Only CGHS,No
HOSP7P126305,SMIRK DENTAL & IMPLANT CENTRE,NCT OF Delhi,NEW DELHI,9810652422,S16,,Only CGHS,No
HOSP7P126306,TOTAL DIAGNOSTICS CARE,NCT OF Delhi,NEW DELHI,9958214077,-NA-,,Only CGHS,No
HOSP7P126405,BRAHM SHAKTI HOSPITAL - BUDH VIHAR,NCT OF Delhi,NEW DELHI,9555546973,"M1, M2, S8, M7, S7, M3, S1, S10, S11, S12, S14, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,No
HOSP7P126406,INDIANA DIAGNOSTICS (INDIANA HEALTHCARE PVT. LTD.),NCT OF Delhi,NEW DELHI,9650633664,-NA-,,Only CGHS,No
HOSP7P126407,ISHAN HOSPITAL,NCT OF Delhi,NORTH WEST DELHI,9811417399,"M1, M7, M2, S1, S3, S4, S5",Private(For Profit),Only CGHS,Yes
HOSP7P126408,AGRAWAL EYE INSTITUTE,NCT OF Delhi,NEW DELHI,9871694445,SE,,Only CGHS,No
HOSP7P126409,ANSARI HOSPITAL,NCT OF Delhi,NEW DELHI,8851791828,"BM, CP, MG, MN, MO, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU",Private(For Profit),Only CGHS,No
HOSP7P126411,CRYSTAL DENTAL CENTRE (UNIT OF CRYSTAL DENTALCARE,NCT OF Delhi,SOUTH WEST DELHI,7065613333,S16,,Only CGHS,Yes
HOSP7P126412,DENTAL FOLKS,NCT OF Delhi,NEW DELHI,9599903261,S16,,Only CGHS,Yes
HOSP7P126413,DENTO HUB,NCT OF Delhi,NEW DELHI,9958421091,S16,,Only CGHS,No
HOSP7P126416,DR. GOPAL GOELS DENTAL CLINIC AND IMPLANT CENTRE,NCT OF Delhi,NEW DELHI,9868235811,SM,,Only CGHS,No
HOSP7P126417,EYE 7 HOSPITALS PVT. LTD,NCT OF Delhi,SOUTH WEST DELHI,9717896107,"S3, SE",Private(For Profit),Only CGHS,Yes
HOSP7P126419,GOYAL EYE CENTRE (A UNIT OF GOYAL MEDICARE CENTRE),NCT OF Delhi,NEW DELHI,9313971992,"S3, SE",,Only CGHS,Yes
HOSP7P126420,NEERA EYE CENTRE & LASER VISION,NCT OF Delhi,NEW DELHI,8287463225,"S3, SE",,Only CGHS,Yes
HOSP7P126422,Institute of Brain and Spine A unit of Sri Neuro Care Pvt Ltd,NCT OF Delhi,NEW DELHI,9910244993,"M1, M2, S8, M7, S1, S3, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P126423,KAPIL DENTAL CLINIC AND IMPLANT CENTER,NCT OF Delhi,NORTH WEST DELHI,9811763823,S16,,Only CGHS,Yes
HOSP7P126424,HELVETIA DIAGNOSTICS & HEALTHCARE,NCT OF Delhi,NEW DELHI,9910552153,-NA-,,Only CGHS,Yes
HOSP7P126425,KOSMOS SUPER SPECIALITY HOSPITAL,NCT OF Delhi,EAST DELHI,8447696223,"CP, MC, MG, OC, SB, SG, SM, SO, SU",Private(For Profit),Only CGHS,No
HOSP7P126426,PUSHPANJALI MEDICAL CENTRE,NCT OF Delhi,SHAHDARA,9818599728,"M1, M7, M2, S1, S2, S3, S4, S5",Private(For Profit),Only CGHS,No
HOSP7P126428,RPS MEMORIAL MULTISPECIALITY DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9899221971,S16,,Only CGHS,No
HOSP7P126429,S R DENTAL IMPLANTS & BRACES CENTRE,NCT OF Delhi,NORTH WEST DELHI,9810115130,S16,,Only CGHS,No
HOSP7P126430,OM DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9211699143,SM,,Only CGHS,No
HOSP7P126431,PRIMUS SUPER SPECIALTY HOSPITAL,NCT OF Delhi,NEW DELHI,9999861812,"M1, M2, S8, M7, S7, M5, S1, S12, S13, S15, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P126432,TEERTHANKER AADINATH BRIGHT DENTAL CARE,NCT OF Delhi,NEW DELHI,7351114255,"S16, SM",,Only CGHS,No
HOSP7P126433,VISION EYE CENTRE-SIRI FORT ROAD,NCT OF Delhi,NEW DELHI,9711631484,SE,,Only CGHS,Yes
HOSP7P126434,VISION EYE CENTRE-WEST PATEL NAGAR,NCT OF Delhi,NEW DELHI,9711631484,SE,Private(For Profit),Only CGHS,Yes
HOSP7P126435,WORLD BRAIN CENTRE HOSPITAL,NCT OF Delhi,NEW DELHI,9999081949,"CP, MG, OC",Private(For Profit),Only CGHS,No
HOSP7P126438,KHANNA MEDICARE CENTRE,NCT OF Delhi,NEW DELHI,9811087151,SE,Private(For Profit),Only CGHS,Yes
HOSP7P126634,ESCORTS HEART INSTITUTE AND RESEARCH CENTRE LTD,NCT OF Delhi,NEW DELHI,9891522290,"M1, M2, S8, M7, S7, S1, S12, S13, S14, S2, S3, S4, S5, S9",Private(For Profit),Only CGHS,No
HOSP7P126635,PANCHSHEEL HOSPITALS PRIVATE LIMITED,NCT OF Delhi,NEW DELHI,9810106800,"BM, CP, MG, MN, MO, MP, OC, SB, SE, SG, SL, SM, SO, SP, SS, SU",Private(For Profit),Only CGHS,Yes
HOSP7P126637,KAILASH DENTAL,NCT OF Delhi,CENTRAL DELHI,9538525197,S16,,Only CGHS,Yes
HOSP7P126638,KAILASH EYE CARE,NCT OF Delhi,CENTRAL DELHI,9810760157,S3,,Only CGHS,Yes
HOSP7P126639,AAKASH HEALTHCARE SUPER SPECIALITY HOSPITAL,NCT OF Delhi,NEW DELHI,9555933944,"M1, M2, S8, M7, S7, M3, M5, S1, S12, S13, S15, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P126640,BAJAJ EYE CARE CENTRE-VIKAS SURYA PLAZA,NCT OF Delhi,NORTH WEST DELHI,9266777203,SE,,Only CGHS,Yes
HOSP7P126642,DR KHANNA S PATHCARE PVT LTD,NCT OF Delhi,SOUTH DELHI,9899099820,-NA-,,Only CGHS,Yes
HOSP7P126643,GOEL S MULTISPECIALITY DENTAL CLINIC & IMPLANT CENTRE,NCT OF Delhi,NEW DELHI,9810204505,S16,,Only CGHS,Yes
HOSP7P126646,MUST AND MORE SUPER SPECIALITY DIAGNOSTIC CENTRE,NCT OF Delhi,NEW DELHI,9467926345,-NA-,,Only CGHS,No
HOSP7P126647,NAVNEESH DENTAL CLINIC - MOTI BAGH-1,NCT OF Delhi,NEW DELHI,9810560566,S16,Private(For Profit),Only CGHS,No
HOSP7P126648,PRAGATI EYE CENTRE LLP,NCT OF Delhi,EAST DELHI,9811360111,S3,,Only CGHS,Yes
HOSP7P126650,SEHGAL DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9654654555,"OC, SM",,Only CGHS,Yes
HOSP7P126711,AS HEALTH SQUARE (UNIT OF SUPERB IMAGING),NCT OF Delhi,NEW DELHI,9958954676,-NA-,,Only CGHS,No
HOSP7P126713,ROSEWOOD HOSPITAL (UNIT OF JLKD HEALTHCARE PVT LTD,NCT OF Delhi,NEW DELHI,9911275929,"M1, M7, M2, S1, S12, S2, S3, S4, S5",Private(For Profit),Only CGHS,Yes
HOSP7P126723,SANJEEVAN MEDICAL RESEARCH CENTRE (P) LTD,NCT OF Delhi,NEW DELHI,9810636938,"M1, M2, S8, M7, S7, M3, M5, S1, S10, S11, S12, S15, S16, S2, S4, S5, S6, S9",Private(For Profit),Only CGHS,No
HOSP7P126724,NEW VISION EYE CENTRE - NEW DELHI,NCT OF Delhi,NEW DELHI,9899844710,S3,,Only CGHS,No
HOSP7P126725,JAIPUR GOLDEN HOSPITAL,NCT OF Delhi,NORTH WEST DELHI,9899665251,"M1, M2, S8, M7, S7, M3, M5, S1, S10, S11, S12, S14, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P126726,GOYAL EYE INSTITUTE-EAST PATEL NAGAR,NCT OF Delhi,CENTRAL DELHI,9810132464,SE,,Only CGHS,No
HOSP7P126728,Mahajan Imaging Centre,NCT OF Delhi,NEW DELHI,9818860189,"M1, M7",Private(Not For Profit),Only CGHS,No
HOSP7P126733,MEDSTAR HOSPITAL,NCT OF Delhi,WEST DELHI,9213923475,"CP, MG, OC, SB, SG, SP, SU",Private(For Profit),Only CGHS,Yes
HOSP7P126734,FACIO DENTAL SUPER SPECIALITY CLINIC,NCT OF Delhi,NEW DELHI,9871177714,S16,,Only CGHS,Yes
HOSP7P126735,SHYAMA SUPER SPECIALITY EYE HOSPITAL,NCT OF Delhi,EAST DELHI,9818962169,S3,Private(For Profit),Only CGHS,Yes
HOSP7P126736,BHAGWAN MAHAVIR HOSPITAL,NCT OF Delhi,NEW DELHI,9582585676,"BM, CP, MC, MG, MO, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SU",Private(For Profit),Only CGHS,No
HOSP7P126806,MUST & MORE HEALTH CARE PVT LTD.,NCT OF Delhi,NEW DELHI,8750078822,-NA-,Private(For Profit),Only CGHS,Yes
HOSP7P126807,NORTH DELHI ADVANCED DIAGNOSTIC AND MRI CENTRE,NCT OF Delhi,NEW DELHI,9990393699,-NA-,,Only CGHS,Yes
HOSP7P126808,RETINA POINT,NCT OF Delhi,NEW DELHI,9711113625,SE,,Only CGHS,No
HOSP7P126810,GARG HOSPITAL,NCT OF Delhi,NEW DELHI,9999208156,"M1, M2, S8, M7, S1, S2, S3, S4, S5, S7",Private(For Profit),Only CGHS,No
HOSP7P126811,HEALTH VIEW DIAGNOSTIC CENTRE,NCT OF Delhi,NEW DELHI,9810459818,-NA-,,Only CGHS,No
HOSP7P126812,i create hospital,NCT OF Delhi,NEW DELHI,9971272608,SE,Private(For Profit),Only CGHS,Yes
HOSP7P126813,JEEWAN HOSPITAL & NURSING HOME PVT. LTD.,NCT OF Delhi,SOUTH EAST DELHI,9015991108,"CP, MC, MG, MN, MO, MP, OC, SB, SE, SG, SL, SM, SN, SP, SU",Private(For Profit),Only CGHS,Yes
HOSP7P126814,PROGNOSIS LABORATORIES,NCT OF Delhi,SOUTH WEST DELHI,8178960117,-NA-,,Only CGHS,No
HOSP7P126816,RG STONE UROLOGY & LAPAROSCOPY HOSPITAL-EAST OF KAILASH,NCT OF Delhi,SOUTH DELHI,8076604887,"S1, S4, S7",Private(For Profit),Only CGHS,No
HOSP7P126818,SAROJ MEDICAL INSTITUTE ,NCT OF Delhi,NORTH WEST DELHI,9717277922,"M1, M2, S8, M7, S7, M3, M5, S1, S10, S11, S12, S14, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,No
HOSP7P126822,KHANNA EYE CENTRE-MODEL TOWN - I,NCT OF Delhi,NEW DELHI,9810067048,S3,Private(For Profit),Only CGHS,Yes
HOSP7P126823,CITY IMAGING AND CLINICAL LABS LLP,NCT OF Delhi,NEW DELHI,8800999404,-NA-,,Only CGHS,Yes
HOSP7P126825,DR MAKASHIRS DIAGNOSTIC MEDICAL LAB P LTD,NCT OF Delhi,SOUTH EAST DELHI,8383990073,-NA-,,Only CGHS,No
HOSP7P126826,JAIN HOSPITAL,NCT OF Delhi,SHAHDARA,9643401206,"CP, MG, OC, SB, SG, SN, SO, SU",Private(For Profit),Only CGHS,No
HOSP7P126827,JEEWAN MALA HOSPITAL PVT LTD-ROHTAK ROAD,NCT OF Delhi,NEW DELHI,9212150578,"M1, M2, S8, M7, S7, S1, S10, S11, S12, S15, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P126828,BATRA HOSPITAL & MEDICAL RESEARCH CENTRE,NCT OF Delhi,NEW DELHI,9818300056,"BM, CP, MC, MG, MN, MO, MP, MR, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU, SV",Private(Not For Profit),Only CGHS,No
HOSP7P126829,"DR. GULATI IMAGING INSTITUTE, UNIT OF S.M. IMAGING",NCT OF Delhi,NEW DELHI,9871002454,-NA-,,Only CGHS,Yes
HOSP7P126830,GANDHI HOSPITAL (UNIT OF PAWAN GANDHI HEALTHCARE PVT.LTD,NCT OF Delhi,SOUTH WEST DELHI,9811283596,"M1, M2, S8, M7, S7, M5, S1, S10, S11, S12, S15, S16, S2, S3, S4, S5, S9",Private(For Profit),Only CGHS,Yes
HOSP7P126831,GOYAL HOSPITAL & UROLOGY CENTRE,NCT OF Delhi,NEW DELHI,8860297848,"M1, M2, S8, M7, S7, S1, S12, S2, S3, S4, S5",Private(For Profit),Only CGHS,No
HOSP7P126832,INDRAPRASTHA DIAGNOSTICS LLP,NCT OF Delhi,SOUTH WEST DELHI,8802000753,S12,,Only CGHS,Yes
HOSP7P126834,KHANDELWAL HOSPITAL & UROLOGY CENTRE,NCT OF Delhi,NEW DELHI,9540938211,"M1, M7, S7, M2, S1, S2, S4, S5",Private(For Profit),Only CGHS,Yes
HOSP7P126835,MALIK RADIX HEALTH CARE PVT LTD,NCT OF Delhi,EAST DELHI,9971733827,"CP, MC, MG, MN, MP, OC, SB, SE, SG, SL, SM, SO, SP, SS, SU",Private(For Profit),Only CGHS,Yes
HOSP7P126839,NATIONAL HEART INSTITUTE-EAST KAILASH,NCT OF Delhi,NEW DELHI,9990004654,"CP, MC, MG, MO, OC, SB, SG, SN, SU, SV",Private(Not For Profit),Only CGHS,No
HOSP7P126840,NOBLE DIAGNOSTIC CENTRE - NEW DELHI,NCT OF Delhi,NEW DELHI,9711695500,-NA-,,Only CGHS,Yes
HOSP7P126841,PURANG EYE CENTRE,NCT OF Delhi,NEW DELHI,9999657855,SE,,Only CGHS,No
HOSP7P126842,SANGHI MEDICAL CENTRE (P) LTD.,NCT OF Delhi,NEW DELHI,9810586858,-NA-,,Only CGHS,Yes
HOSP7P126843,SIGMA DIAGNOSTIC & IMAGING CENTRE,NCT OF Delhi,NEW DELHI,9999990201,-NA-,,Only CGHS,Yes
HOSP7P127052,Kalra Hospital SRCNC Pvt. Ltd,NCT OF Delhi,NEW DELHI,9810120223,"M1, M2, S8, M7, S7, S1, S12, S13, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P127053,KUKREJA HOSPITAL & HEART CENTER PVT LTD,NCT OF Delhi,WEST DELHI,9990021218,"M1, M2, S8, M7, S7, M5, S1, S10, S11, S12, S13, S14, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,No
HOSP7P127054,AYUSHMAN HOSPITAL & HEALTH SERVICES,NCT OF Delhi,NEW DELHI,9971141488,"M1, M2, S8, M7, S7, M3, M5, S1, S12, S14, S16, S2, S3, S4, S5, S6, S9, CP, MC, MG, MO, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SU, SV",Private(For Profit),Only CGHS,No
HOSP7P127055,Surya Kiran Hospital Pvt. Ltd.,NCT OF Delhi,NEW DELHI,9650608068,"CP, MG, MN, MO, MP, OC, SB, SE, SG, SL, SN, SO, SP, SU",Private(For Profit),Only CGHS,No
HOSP7P127129,Dr. Kapurs The Healing Touch Eye & Maternity Centre,NCT OF Delhi,NEW DELHI,9871789999,S3,,Only CGHS,No
HOSP7P127130,DR SHROFFS CHARITY EYE HOSPITAL,NCT OF Delhi,CENTRAL DELHI,7838605157,SE,,Only CGHS,No
HOSP7P127131,UNIVERSAL CENTER OF HEALTH SCIENCES,NCT OF Delhi,SOUTH EAST DELHI,8800800500,"BM, CP, MC, MG, MN, MO, MP, MR, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU, SV",Private(For Profit),Only CGHS,No
HOSP7P127132,eye4u,NCT OF Delhi,SOUTH WEST DELHI,9899007714,SE,Private(For Profit),Only CGHS,Yes
HOSP7P127133,Sharp Sight Eye Hospitals,NCT OF Delhi,EAST DELHI,8588893135,SE,Private(For Profit),Only CGHS,Yes
HOSP7P127135,DR GOELS EYE CENTRE,NCT OF Delhi,EAST DELHI,7827070929,SE,Private(Not For Profit),Only CGHS,No
HOSP7P127136,Action Cancer Hospital,NCT OF Delhi,WEST DELHI,9953820293,"M1, M7, M4, M5, M6, S15",Private(For Profit),Only CGHS,Yes
HOSP7P127137,MGS SUPER SPECIALTY HOSPITAL,NCT OF Delhi,NEW DELHI,8368874473,"M1, M7, M2, S1, S12, S2, S3, S4, S5, S8, S9",Private(For Profit),Only CGHS,Yes
HOSP7P127138,Synergy Eye Care,NCT OF Delhi,NEW DELHI,9210013403,S3,Private(For Profit),Only CGHS,Yes
HOSP7P127139,KHANNA EYE CENTRE,NCT OF Delhi,NEW DELHI,9999175014,S3,Private(For Profit),Only CGHS,Yes
HOSP7P127140,NKS HOSPITAL A UNIT OF BRAM HEALTH CARE PVT LTD,NCT OF Delhi,NEW DELHI,8595952704,"M1, M2, S8, M7, S7, M3, S1, S10, S11, S12, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,No
HOSP7P127349,GANESH DIAGNOSTIC AND IMAGING CENTRE PVT LIMITED ,NCT OF Delhi,NORTH WEST DELHI,9810183948,S12,Private(For Profit),Only CGHS,Yes
HOSP7P127357,SARAL ADVANCED DIAGNOSTIC PVT LTD,NCT OF Delhi,NORTH WEST DELHI,9990310558,"M1, M7",Private(For Profit),Only CGHS,Yes
HOSP7P127537,GANESH DIAGNOSTIC AND IMAGING CENTRE PVT LIMITED,NCT OF Delhi,EAST DELHI,9811067479,S12,,Only CGHS,Yes
HOSP7P127652,CENTRE FOR SIGHT DWARKA A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD.,NCT OF Delhi,SOUTH WEST DELHI,9958422442,S3,Private(For Profit),Only CGHS,Yes
HOSP7P127653,CENTRE FOR SIGHT SAFDARJUNG ENCLAVE A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD.,NCT OF Delhi,SOUTH DELHI,9958422442,S3,Private(For Profit),Only CGHS,Yes
HOSP7P127654,CENTRE FOR SIGHT ASHOK VIHAR A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD.,NCT OF Delhi,NORTH WEST DELHI,9958422442,S3,Private(For Profit),Only CGHS,Yes
HOSP7P127655,CENTRE FOR SIGHT VIKASPURI A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD.,NCT OF Delhi,WEST DELHI,9958422442,S3,Private(For Profit),Only CGHS,Yes
HOSP7P127656,CENTRE FOR SIGHT PREET VIHAR A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD.,NCT OF Delhi,EAST DELHI,9958422442,S3,Private(For Profit),Only CGHS,No
HOSP7P127659,CENTRE FOR SIGHT RAJOURI GARDEN A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD.,NCT OF Delhi,WEST DELHI,9958422442,S3,Private(For Profit),Only CGHS,Yes
HOSP7P127667,CENTRE FOR SIGHT ROHINI A UNIT OF NEW DELHI CENTRE FOR SIGHT LTD.,NCT OF Delhi,NORTH WEST DELHI,9958422442,S3,Private(For Profit),Only CGHS,Yes
HOSP7P127848,Fortis Healthcare Ltd.,NCT OF Delhi,NEW DELHI,9717446414,"M1, M2, S8, M7, S7, M3, M4, M5, M6, S1, S10, S11, S12, S13, S14, S15, S16, S2, S4, S5, S6, S9",Private(For Profit),Only CGHS,No
HOSP7P127867,GANESH DIAGNOSTIC AND IMAGING CENTRE PVT LIMITED,NCT OF Delhi,WEST DELHI,9212125996,S12,,Only CGHS,Yes
HOSP7P127887,GANESH DIAGNOSTIC AND IMAGING CENTRE PVT LIMITED,NCT OF Delhi,NORTH DELHI,9212125996,S12,Private(For Profit),Only CGHS,Yes
HOSP7P127927,SRI BALAJI ACTION MEDICAL INSTITUTE,NCT OF Delhi,NEW DELHI,9868667946,"M1, M2, S8, M7, S7, M3, S1, S10, S11, S12, S13, S14, S16, S2, S3, S4, S5, S6, S9",Private(Not For Profit),Only CGHS,No
HOSP7P127982,Park hospital A unit of Park Medi World Pvt Ltd,NCT OF Delhi,WEST DELHI,9871322933,"M1, M2, S8, M7, S7, M3, M5, M6, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P128132,DHARAMSHILA NARAYANA SUPERSPECIALITY HOSPITAL,NCT OF Delhi,EAST DELHI,7827094002,"M1, M2, S8, M7, S7, M4, M5, M6, S1, S10, S11, S12, S13, S15, S16, S2, S4, S5, S6, S9",Private(Not For Profit),Only CGHS,Yes
HOSP7P128166,Good Dental Clinic,NCT OF Delhi,SOUTH DELHI,9911112979,"S16, SM",,Only CGHS,Yes
HOSP7P128221,SHANTI MUKAND HOSPITAL,NCT OF Delhi,EAST DELHI,9315814447,"M1, M2, S8, M7, M5, M6, S1, S12, S13, S15, S16, S2, S3, S4, S5, S9",Private(For Profit),Only CGHS,Yes
HOSP7P128261,MOHAN EYE INSTITUTE,NCT OF Delhi,CENTRAL DELHI,9818435778,S3,Private(For Profit),Only CGHS,Yes
HOSP7P128289,MAHAJAN EYE CENTRE,NCT OF Delhi,NORTH WEST DELHI,9311111120,S3,Private(For Profit),Only CGHS,Yes
HOSP7P128298,Max Super Speciality Hospital   A unit of Max Healthcare Institute Ltd,NCT OF Delhi,NORTH DELHI,9873823879,"M1, M2, S8, M7, S7, M5, M6, S1, S12, S13, S15, S16, S2, S4, S5, S9",Private(For Profit),Only CGHS,Yes
HOSP7P128314,DR.NANDA EYE CARE CENTRE,NCT OF Delhi,SOUTH WEST DELHI,9289478727,"S3, SE",Private(For Profit),Only CGHS,Yes
HOSP7P128332,DENTAL QUEST,NCT OF Delhi,SOUTH WEST DELHI,7035350000,S16,Private(For Profit),Only CGHS,No
HOSP7P128351,SANJEEVANI DENTAL CARE,NCT OF Delhi,NORTH WEST DELHI,9582476007,S16,,Only CGHS,Yes
HOSP7P128358,THE HEALING TOUCH DENTAL CARE,NCT OF Delhi,EAST DELHI,8860529040,S16,,Only CGHS,Yes
HOSP7P128453,Max Super Speciality Hospital  Patparganj   A unit of Balaji Medical and Diagnostic Research Centre,NCT OF Delhi,EAST DELHI,9873823879,"S1, S13, S14, S2, S3, S4, S5, S7",Private(Not For Profit),Only CGHS,Yes
HOSP7P128458,Max Super Speciality Hospital East Block  Saket  A unit of Devki Devi Foundation,NCT OF Delhi,SOUTH DELHI,9873823879,"M5, M6, S12, S13, S15",Private(Not For Profit),Only CGHS,No
HOSP7P128468,Max Multi Speciality Centre  Panchsheel Park  A unit of Max Healthcare Institute Limited,NCT OF Delhi,SOUTH DELHI,9873823879,S3,Private(For Profit),Only CGHS,No
HOSP7P128475,MATA ROOP RANI MAGGO HOSPITAL AND IVF CENTRE PVT LTD ,NCT OF Delhi,SOUTH WEST DELHI,9354887216,"M1, M2, S8, M7, S7, M3, S1, S12, S14, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P128498,Dr B L Kapur Memorial Hospital,NCT OF Delhi,CENTRAL DELHI,9873823879,"M1, M2, S8, M7, S7, M3, M5, M6, S1, S12, S13, S15, S2, S3, S4, S5, S9",Private(Not For Profit),Only CGHS,No
HOSP7P128501,MANGALAM MEDICAL AND SURGICAL CENTRE,NCT OF Delhi,NORTH DELHI,9354920665,"BM, CP, MG, MN, MP, OC, SB, SG, SL, SM, SO, SP, SU",Private(For Profit),Only CGHS,No
HOSP7P128503,NARANG EYE INSTITUTE,NCT OF Delhi,NEW DELHI,8700954078,S3,,Only CGHS,Yes
HOSP7P128562,JAIN DENTAL CENTRE,NCT OF Delhi,EAST DELHI,9810924515,SM,,Only CGHS,Yes
HOSP7P128576,Venkateshwar Hospital,NCT OF Delhi,SOUTH WEST DELHI,8826007191,"M1, M2, S8, M7, S7, M3, M4, M5, M6, S1, S12, S13, S14, S15, S2, S3, S4, S5, S9, CP, MC, MG, MN, MO, MP, MR, OC, SB, SE, SG, SL, SN, SO, SP, SS, SU, SV",Private(Not For Profit),Only CGHS,Yes
HOSP7P128577,B.M GUPTA HOSPITAL PVT. LTD.,NCT OF Delhi,WEST DELHI,9811142317,"M1, M7, S7, M2, M3, S1, S10, S11, S14, S16, S2, S3, S4, S5",Private(For Profit),Only CGHS,No
HOSP7P128589,Saroj Super Specility Hospital,NCT OF Delhi,NORTH WEST DELHI,9717277922,"M1, M2, S8, M7, S7, M3, M5, S1, S10, S11, S12, S13, S14, S16, S2, S3, S4, S5, S6, S9",Private(Not For Profit),Only CGHS,No
HOSP7P128608,SHROFF EYE CENTRE,NCT OF Delhi,SOUTH DELHI,8433042718,S3,Private(For Profit),Only CGHS,Yes
HOSP7P128685,Shree Aggarsain International Hospital,NCT OF Delhi,NORTH WEST DELHI,9870195590,"M1, M2, S8, M7, S7, M3, S1, S12, S13, S16, S2, S3, S4, S5, S6, S9",Private(Not For Profit),Only CGHS,Yes
